,id,empID,name,designation,password,email,mobile,performance_rate
70,71,EMP071,Employee71,QA,password71,employee71@emp.com,8919457476,59.72
71,72,EMP072,Employee72,Lead,password72,employee72@emp.com,8002933763,75.44
72,73,EMP073,Employee73,SDE1,password73,employee73@emp.com,9139196463,48.25
73,74,EMP074,Employee74,QA,password74,employee74@emp.com,9911828255,30.81
74,75,EMP075,Employee75,Manager,password75,employee75@emp.com,7192742164,67.46
75,76,EMP076,Employee76,QA,password76,employee76@emp.com,9429723425,93.75
76,77,EMP077,Employee77,SDE2,password77,employee77@emp.com,9827550194,51.48
77,78,EMP078,Employee78,Lead,password78,employee78@emp.com,9830501822,64.65
78,79,EMP079,Employee79,HR,password79,employee79@emp.com,9006904798,51.02
79,80,EMP080,Employee80,Lead,password80,employee80@emp.com,7418886123,38.74
80,81,EMP081,Employee81,SDE1,password81,employee81@emp.com,7398126179,27.04
81,82,EMP082,Employee82,SDE1,password82,employee82@emp.com,7212035930,67.48
82,83,EMP083,Employee83,SDE1,password83,employee83@emp.com,8428120889,25.22
83,84,EMP084,Employee84,SDE1,password84,employee84@emp.com,8683376399,45.08
84,85,EMP085,Employee85,SDE1,password85,employee85@emp.com,8071006225,65.02
85,86,EMP086,Employee86,Manager,password86,employee86@emp.com,9698743176,45.47
86,87,EMP087,Employee87,DevOps,password87,employee87@emp.com,8313554292,23.31
87,88,EMP088,Employee88,HR,password88,employee88@emp.com,9407319486,44.4
88,89,EMP089,Employee89,SDE1,password89,employee89@emp.com,8802069691,49.6
89,90,EMP090,Employee90,DevOps,password90,employee90@emp.com,9089123580,0.0
90,91,EMP091,Employee91,DevOps,password91,employee91@emp.com,7743476545,66.07
91,92,EMP092,Employee92,Lead,password92,employee92@emp.com,8884470222,47.04
92,93,EMP093,Employee93,QA,password93,employee93@emp.com,7996486568,51.75
93,94,EMP094,Employee94,SDE2,password94,employee94@emp.com,7425878502,57.2
94,95,EMP095,Employee95,Designer,password95,employee95@emp.com,8797961506,43.2
95,96,EMP096,Employee96,SDE1,password96,employee96@emp.com,8810356802,45.32
96,97,EMP097,Employee97,QA,password97,employee97@emp.com,9313863806,47.58
97,98,EMP098,Employee98,HR,password98,employee98@emp.com,9576816876,25.77
98,99,EMP099,Employee99,HR,password99,employee99@emp.com,8310176433,37.93
99,100,EMP100,Employee100,QA,password100,employee100@emp.com,8463943061,61.09
100,101,EMP101,Employee101,HR,password101,employee101@emp.com,7620307605,60.71
101,102,EMP102,Employee102,Lead,password102,employee102@emp.com,8593370239,43.94
102,103,EMP103,Employee103,DevOps,password103,employee103@emp.com,7272397292,80.25
103,104,EMP104,Employee104,SDE2,password104,employee104@emp.com,7920931534,66.62
104,105,EMP105,Employee105,HR,password105,employee105@emp.com,9248422176,50.57
105,106,EMP106,Employee106,QA,password106,employee106@emp.com,7111440449,60.76
106,107,EMP107,Employee107,QA,password107,employee107@emp.com,8911605700,31.35
107,108,EMP108,Employee108,Designer,password108,employee108@emp.com,8008526580,32.14
108,109,EMP109,Employee109,Designer,password109,employee109@emp.com,7565987486,56.84
109,110,EMP110,Employee110,Manager,password110,employee110@emp.com,8518170066,21.98
110,111,EMP111,Employee111,SDE2,password111,employee111@emp.com,9455485246,65.43
111,112,EMP112,Employee112,SDE2,password112,employee112@emp.com,7650979133,80.94
112,113,EMP113,Employee113,SDE2,password113,employee113@emp.com,8105302040,31.2
113,114,EMP114,Employee114,DevOps,password114,employee114@emp.com,7302412910,57.94
114,115,EMP115,Employee115,HR,password115,employee115@emp.com,8910623988,25.63
115,116,EMP116,Employee116,DevOps,password116,employee116@emp.com,9874995040,33.54
116,117,EMP117,Employee117,Manager,password117,employee117@emp.com,7670969284,45.01
117,118,EMP118,Employee118,Lead,password118,employee118@emp.com,7477822001,52.27
118,119,EMP119,Employee119,SDE2,password119,employee119@emp.com,8703735562,52.6
119,120,EMP120,Employee120,DevOps,password120,employee120@emp.com,8163075675,45.22
120,121,EMP121,Employee121,SDE2,password121,employee121@emp.com,9074159244,80.43
121,122,EMP122,Employee122,Manager,password122,employee122@emp.com,8252878322,40.05
122,123,EMP123,Employee123,Lead,password123,employee123@emp.com,7034030194,50.12
123,124,EMP124,Employee124,Manager,password124,employee124@emp.com,7382250136,43.58
124,125,EMP125,Employee125,Designer,password125,employee125@emp.com,7195412155,57.37
125,126,EMP126,Employee126,Manager,password126,employee126@emp.com,7492004583,57.42
126,127,EMP127,Employee127,Lead,password127,employee127@emp.com,8827938071,37.35
127,128,EMP128,Employee128,QA,password128,employee128@emp.com,8414266037,65.94
128,129,EMP129,Employee129,DevOps,password129,employee129@emp.com,8291927295,82.87
129,130,EMP130,Employee130,SDE1,password130,employee130@emp.com,9791447574,40.08
130,131,EMP131,Employee131,QA,password131,employee131@emp.com,9368852052,44.4
131,132,EMP132,Employee132,Manager,password132,employee132@emp.com,9319591131,51.82
132,133,EMP133,Employee133,Designer,password133,employee133@emp.com,9922183985,54.52
133,134,EMP134,Employee134,HR,password134,employee134@emp.com,8540137540,47.47
134,135,EMP135,Employee135,Manager,password135,employee135@emp.com,9240967076,31.3
135,136,EMP136,Employee136,SDE1,password136,employee136@emp.com,9214199180,71.52
136,137,EMP137,Employee137,Lead,password137,employee137@emp.com,7218116063,31.42
137,138,EMP138,Employee138,DevOps,password138,employee138@emp.com,8531041105,13.74
138,139,EMP139,Employee139,QA,password139,employee139@emp.com,8341112207,71.02
139,140,EMP140,Employee140,Lead,password140,employee140@emp.com,8027036601,32.85
140,141,EMP141,Employee141,Designer,password141,employee141@emp.com,8195405659,30.43
141,142,EMP142,Employee142,SDE2,password142,employee142@emp.com,8592849360,34.59
142,143,EMP143,Employee143,QA,password143,employee143@emp.com,7019133642,81.97
143,144,EMP144,Employee144,SDE2,password144,employee144@emp.com,8761078447,44.45
144,145,EMP145,Employee145,SDE2,password145,employee145@emp.com,7334286981,52.25
145,146,EMP146,Employee146,Lead,password146,employee146@emp.com,7040396253,40.72
146,147,EMP147,Employee147,HR,password147,employee147@emp.com,9839313498,37.31
147,148,EMP148,Employee148,Lead,password148,employee148@emp.com,8106863982,54.71
148,149,EMP149,Employee149,SDE2,password149,employee149@emp.com,8124970341,32.49
149,150,EMP150,Employee150,DevOps,password150,employee150@emp.com,9387204113,45.35
150,151,EMP151,Employee151,Manager,password151,employee151@emp.com,7048996634,55.54
151,152,EMP152,Employee152,HR,password152,employee152@emp.com,9146095316,51.14
152,153,EMP153,Employee153,HR,password153,employee153@emp.com,7275454652,65.31
153,154,EMP154,Employee154,QA,password154,employee154@emp.com,9970811214,20.49
154,155,EMP155,Employee155,HR,password155,employee155@emp.com,8185331147,54.56
155,156,EMP156,Employee156,DevOps,password156,employee156@emp.com,8305616695,10.48
156,157,EMP157,Employee157,QA,password157,employee157@emp.com,8916351496,52.12
157,158,EMP158,Employee158,Lead,password158,employee158@emp.com,8518477833,94.9
158,159,EMP159,Employee159,QA,password159,employee159@emp.com,7957481297,54.35
159,160,EMP160,Employee160,Designer,password160,employee160@emp.com,9390705400,27.42
160,161,EMP161,Employee161,HR,password161,employee161@emp.com,8373721663,47.38
161,162,EMP162,Employee162,Lead,password162,employee162@emp.com,7392089569,59.13
162,163,EMP163,Employee163,SDE2,password163,employee163@emp.com,7043093536,40.07
163,164,EMP164,Employee164,Designer,password164,employee164@emp.com,7330518448,47.4
164,165,EMP165,Employee165,Lead,password165,employee165@emp.com,8966537771,35.8
165,166,EMP166,Employee166,SDE1,password166,employee166@emp.com,7722520588,64.63
166,167,EMP167,Employee167,SDE2,password167,employee167@emp.com,8245894603,33.32
167,168,EMP168,Employee168,DevOps,password168,employee168@emp.com,7017126402,56.85
168,169,EMP169,Employee169,SDE2,password169,employee169@emp.com,7898365363,58.46
169,170,EMP170,Employee170,SDE2,password170,employee170@emp.com,9302701486,41.65
170,171,EMP171,Employee171,DevOps,password171,employee171@emp.com,9289053379,51.99
171,172,EMP172,Employee172,Designer,password172,employee172@emp.com,9918312683,55.45
172,173,EMP173,Employee173,SDE1,password173,employee173@emp.com,7635554119,49.05
173,174,EMP174,Employee174,SDE1,password174,employee174@emp.com,7134544711,63.4
174,175,EMP175,Employee175,SDE1,password175,employee175@emp.com,8325525402,74.53
175,176,EMP176,Employee176,SDE1,password176,employee176@emp.com,9869732241,42.32
176,177,EMP177,Employee177,Lead,password177,employee177@emp.com,9366056228,57.78
177,178,EMP178,Employee178,DevOps,password178,employee178@emp.com,7847015131,68.16
178,179,EMP179,Employee179,HR,password179,employee179@emp.com,8567811085,78.56
179,180,EMP180,Employee180,Manager,password180,employee180@emp.com,8895551860,58.59
180,181,EMP181,Employee181,SDE1,password181,employee181@emp.com,7952239456,33.44
181,182,EMP182,Employee182,SDE2,password182,employee182@emp.com,9855962298,30.73
182,183,EMP183,Employee183,SDE2,password183,employee183@emp.com,9551676816,76.51
183,184,EMP184,Employee184,SDE1,password184,employee184@emp.com,8838293336,41.46
184,185,EMP185,Employee185,Designer,password185,employee185@emp.com,9674630847,51.52
185,186,EMP186,Employee186,DevOps,password186,employee186@emp.com,7887606703,38.87
186,187,EMP187,Employee187,DevOps,password187,employee187@emp.com,9384279230,58.12
187,188,EMP188,Employee188,HR,password188,employee188@emp.com,8911254415,16.99
188,189,EMP189,Employee189,HR,password189,employee189@emp.com,7015754163,71.51
189,190,EMP190,Employee190,Manager,password190,employee190@emp.com,7032393698,53.78
190,191,EMP191,Employee191,DevOps,password191,employee191@emp.com,7877481314,71.64
191,192,EMP192,Employee192,HR,password192,employee192@emp.com,8216355263,36.73
192,193,EMP193,Employee193,QA,password193,employee193@emp.com,8666376135,12.96
193,194,EMP194,Employee194,HR,password194,employee194@emp.com,8210514380,64.63
194,195,EMP195,Employee195,DevOps,password195,employee195@emp.com,9751891775,51.36
195,196,EMP196,Employee196,Lead,password196,employee196@emp.com,9334807542,87.68
196,197,EMP197,Employee197,Manager,password197,employee197@emp.com,8797595562,45.53
197,198,EMP198,Employee198,HR,password198,employee198@emp.com,7526260870,69.1
198,199,EMP199,Employee199,SDE1,password199,employee199@emp.com,7639594676,51.72
199,200,EMP200,Employee200,QA,password200,employee200@emp.com,8401114419,68.08
200,201,EMP201,Employee201,Designer,password201,employee201@emp.com,9325970674,50.52
201,202,EMP202,Employee202,DevOps,password202,employee202@emp.com,7336742517,57.27
202,203,EMP203,Employee203,DevOps,password203,employee203@emp.com,7281367456,40.58
203,204,EMP204,Employee204,Designer,password204,employee204@emp.com,7913271379,94.29
204,205,EMP205,Employee205,HR,password205,employee205@emp.com,9682411443,40.3
205,206,EMP206,Employee206,Lead,password206,employee206@emp.com,7679541061,51.73
206,207,EMP207,Employee207,SDE1,password207,employee207@emp.com,8533226104,0.0
207,208,EMP208,Employee208,DevOps,password208,employee208@emp.com,8448324800,50.12
208,209,EMP209,Employee209,Manager,password209,employee209@emp.com,8037546037,67.83
209,210,EMP210,Employee210,Designer,password210,employee210@emp.com,9672058683,55.75
210,211,EMP211,Employee211,QA,password211,employee211@emp.com,8160574670,30.04
211,212,EMP212,Employee212,SDE2,password212,employee212@emp.com,8249027440,57.55
212,213,EMP213,Employee213,SDE1,password213,employee213@emp.com,7958983440,45.96
213,214,EMP214,Employee214,SDE2,password214,employee214@emp.com,7050507083,65.49
214,215,EMP215,Employee215,SDE2,password215,employee215@emp.com,9478983997,63.63
215,216,EMP216,Employee216,QA,password216,employee216@emp.com,9220820103,60.32
216,217,EMP217,Employee217,Manager,password217,employee217@emp.com,8144992586,21.19
217,218,EMP218,Employee218,Designer,password218,employee218@emp.com,8338135313,58.09
218,219,EMP219,Employee219,DevOps,password219,employee219@emp.com,9369221346,49.74
219,220,EMP220,Employee220,QA,password220,employee220@emp.com,7565723711,59.6
220,221,EMP221,Employee221,Designer,password221,employee221@emp.com,9380415972,68.98
221,222,EMP222,Employee222,Lead,password222,employee222@emp.com,9650780290,50.9
222,223,EMP223,Employee223,HR,password223,employee223@emp.com,8026728725,66.37
223,224,EMP224,Employee224,HR,password224,employee224@emp.com,7114912696,85.15
224,225,EMP225,Employee225,Designer,password225,employee225@emp.com,8736422998,0.0
225,226,EMP226,Employee226,Lead,password226,employee226@emp.com,7414318068,18.2
226,227,EMP227,Employee227,SDE2,password227,employee227@emp.com,7685504570,60.38
227,228,EMP228,Employee228,HR,password228,employee228@emp.com,9271790226,52.31
228,229,EMP229,Employee229,DevOps,password229,employee229@emp.com,9277435131,42.76
229,230,EMP230,Employee230,Designer,password230,employee230@emp.com,9750907956,5.43
230,231,EMP231,Employee231,HR,password231,employee231@emp.com,9798912122,54.38
231,232,EMP232,Employee232,HR,password232,employee232@emp.com,8882643705,35.81
232,233,EMP233,Employee233,SDE1,password233,employee233@emp.com,9459562981,48.66
233,234,EMP234,Employee234,SDE1,password234,employee234@emp.com,7062112623,46.64
234,235,EMP235,Employee235,Lead,password235,employee235@emp.com,9093331089,61.28
235,236,EMP236,Employee236,QA,password236,employee236@emp.com,9980332572,44.36
236,237,EMP237,Employee237,SDE2,password237,employee237@emp.com,9088586937,52.42
237,238,EMP238,Employee238,QA,password238,employee238@emp.com,9493691224,62.39
238,239,EMP239,Employee239,Manager,password239,employee239@emp.com,9583641079,45.96
239,240,EMP240,Employee240,Lead,password240,employee240@emp.com,7245499084,59.54
240,241,EMP241,Employee241,Designer,password241,employee241@emp.com,8236240455,49.59
241,242,EMP242,Employee242,DevOps,password242,employee242@emp.com,9695334631,58.46
242,243,EMP243,Employee243,Designer,password243,employee243@emp.com,8907933936,51.64
243,244,EMP244,Employee244,Lead,password244,employee244@emp.com,7809811188,45.17
244,245,EMP245,Employee245,Lead,password245,employee245@emp.com,8998292798,15.18
245,246,EMP246,Employee246,SDE2,password246,employee246@emp.com,7817325992,61.83
246,247,EMP247,Employee247,DevOps,password247,employee247@emp.com,8476015605,49.14
247,248,EMP248,Employee248,QA,password248,employee248@emp.com,9134342319,36.56
248,249,EMP249,Employee249,DevOps,password249,employee249@emp.com,8592092686,55.21
249,250,EMP250,Employee250,HR,password250,employee250@emp.com,9330926286,44.76
250,251,EMP251,Employee251,Manager,password251,employee251@emp.com,9136025383,44.85
251,252,EMP252,Employee252,Manager,password252,employee252@emp.com,9005604793,54.62
252,253,EMP253,Employee253,SDE2,password253,employee253@emp.com,9386310968,64.61
253,254,EMP254,Employee254,SDE2,password254,employee254@emp.com,7467987923,31.4
254,255,EMP255,Employee255,Designer,password255,employee255@emp.com,9456512096,34.42
255,256,EMP256,Employee256,Lead,password256,employee256@emp.com,7050381078,59.68
256,257,EMP257,Employee257,SDE2,password257,employee257@emp.com,8902782237,30.5
257,258,EMP258,Employee258,DevOps,password258,employee258@emp.com,9007687636,55.02
258,259,EMP259,Employee259,SDE2,password259,employee259@emp.com,8743668581,82.52
259,260,EMP260,Employee260,HR,password260,employee260@emp.com,9029771915,25.1
260,261,EMP261,Employee261,Manager,password261,employee261@emp.com,9900694753,66.03
261,262,EMP262,Employee262,Designer,password262,employee262@emp.com,8127885555,35.86
262,263,EMP263,Employee263,DevOps,password263,employee263@emp.com,8232996720,35.19
263,264,EMP264,Employee264,DevOps,password264,employee264@emp.com,7115810513,20.82
264,265,EMP265,Employee265,Designer,password265,employee265@emp.com,8751195118,60.75
265,266,EMP266,Employee266,Designer,password266,employee266@emp.com,8355263899,44.58
266,267,EMP267,Employee267,SDE2,password267,employee267@emp.com,8019973399,67.4
267,268,EMP268,Employee268,Designer,password268,employee268@emp.com,7810790973,61.61
268,269,EMP269,Employee269,Manager,password269,employee269@emp.com,7471874567,53.62
269,270,EMP270,Employee270,SDE2,password270,employee270@emp.com,8552134841,59.72
270,271,EMP271,Employee271,SDE1,password271,employee271@emp.com,8964244545,44.5
271,272,EMP272,Employee272,HR,password272,employee272@emp.com,7377750176,47.94
272,273,EMP273,Employee273,Lead,password273,employee273@emp.com,9059934701,23.28
273,274,EMP274,Employee274,DevOps,password274,employee274@emp.com,7511451251,17.5
274,275,EMP275,Employee275,QA,password275,employee275@emp.com,8169414848,22.74
275,276,EMP276,Employee276,DevOps,password276,employee276@emp.com,9303759331,21.79
276,277,EMP277,Employee277,Manager,password277,employee277@emp.com,9701550807,47.76
277,278,EMP278,Employee278,Lead,password278,employee278@emp.com,7366955354,39.78
278,279,EMP279,Employee279,Lead,password279,employee279@emp.com,8236550590,24.54
279,280,EMP280,Employee280,Designer,password280,employee280@emp.com,8145299414,64.26
280,281,EMP281,Employee281,DevOps,password281,employee281@emp.com,8816693125,44.07
281,282,EMP282,Employee282,Manager,password282,employee282@emp.com,9699277891,29.67
282,283,EMP283,Employee283,QA,password283,employee283@emp.com,8069797851,37.44
283,284,EMP284,Employee284,QA,password284,employee284@emp.com,7272839339,57.36
284,285,EMP285,Employee285,SDE1,password285,employee285@emp.com,8219946854,66.14
285,286,EMP286,Employee286,Manager,password286,employee286@emp.com,7182366609,40.84
286,287,EMP287,Employee287,SDE2,password287,employee287@emp.com,8354235905,42.83
287,288,EMP288,Employee288,QA,password288,employee288@emp.com,9462128006,38.7
288,289,EMP289,Employee289,Designer,password289,employee289@emp.com,7291873552,52.49
289,290,EMP290,Employee290,QA,password290,employee290@emp.com,8060173593,81.99
290,291,EMP291,Employee291,SDE1,password291,employee291@emp.com,7870148323,70.12
291,292,EMP292,Employee292,SDE1,password292,employee292@emp.com,8029936159,34.69
292,293,EMP293,Employee293,SDE1,password293,employee293@emp.com,8129142492,41.79
293,294,EMP294,Employee294,SDE2,password294,employee294@emp.com,8599291555,62.41
294,295,EMP295,Employee295,HR,password295,employee295@emp.com,8313666352,32.9
295,296,EMP296,Employee296,SDE2,password296,employee296@emp.com,7521719787,80.13
296,297,EMP297,Employee297,Designer,password297,employee297@emp.com,7154001858,56.95
297,298,EMP298,Employee298,Lead,password298,employee298@emp.com,8734258520,59.59
298,299,EMP299,Employee299,Designer,password299,employee299@emp.com,8389640214,39.86
299,300,EMP300,Employee300,SDE2,password300,employee300@emp.com,9640478053,23.47
300,301,EMP301,Employee301,SDE2,password301,employee301@emp.com,9000065919,34.07
301,302,EMP302,Employee302,DevOps,password302,employee302@emp.com,8899832180,64.84
302,303,EMP303,Employee303,SDE1,password303,employee303@emp.com,8296442728,34.55
303,304,EMP304,Employee304,SDE1,password304,employee304@emp.com,7459974862,58.72
304,305,EMP305,Employee305,Lead,password305,employee305@emp.com,7876219171,50.05
305,306,EMP306,Employee306,DevOps,password306,employee306@emp.com,9006717816,39.07
306,307,EMP307,Employee307,HR,password307,employee307@emp.com,8572329131,49.02
307,308,EMP308,Employee308,QA,password308,employee308@emp.com,8354609727,61.99
308,309,EMP309,Employee309,Designer,password309,employee309@emp.com,8095222542,46.7
309,310,EMP310,Employee310,Lead,password310,employee310@emp.com,8074040089,58.63
310,311,EMP311,Employee311,SDE2,password311,employee311@emp.com,8796143768,65.58
311,312,EMP312,Employee312,QA,password312,employee312@emp.com,9005852389,29.4
312,313,EMP313,Employee313,HR,password313,employee313@emp.com,9836278810,54.84
313,314,EMP314,Employee314,DevOps,password314,employee314@emp.com,9984071943,54.14
314,315,EMP315,Employee315,HR,password315,employee315@emp.com,8707147598,53.67
315,316,EMP316,Employee316,QA,password316,employee316@emp.com,7311225527,41.8
316,317,EMP317,Employee317,DevOps,password317,employee317@emp.com,7230047420,73.95
317,318,EMP318,Employee318,Lead,password318,employee318@emp.com,7241793741,58.11
318,319,EMP319,Employee319,HR,password319,employee319@emp.com,7049972746,51.41
319,320,EMP320,Employee320,Lead,password320,employee320@emp.com,9797843914,55.28
320,321,EMP321,Employee321,Lead,password321,employee321@emp.com,8302217362,71.66
321,322,EMP322,Employee322,HR,password322,employee322@emp.com,7200526629,50.59
322,323,EMP323,Employee323,SDE1,password323,employee323@emp.com,8567408068,69.45
323,324,EMP324,Employee324,Manager,password324,employee324@emp.com,9814420867,47.26
324,325,EMP325,Employee325,HR,password325,employee325@emp.com,8546284029,35.85
325,326,EMP326,Employee326,Designer,password326,employee326@emp.com,7862794178,63.77
326,327,EMP327,Employee327,SDE1,password327,employee327@emp.com,9110086174,40.06
327,328,EMP328,Employee328,SDE2,password328,employee328@emp.com,9626019382,69.39
328,329,EMP329,Employee329,DevOps,password329,employee329@emp.com,9639642354,64.11
329,330,EMP330,Employee330,DevOps,password330,employee330@emp.com,8259380483,75.05
330,331,EMP331,Employee331,SDE1,password331,employee331@emp.com,8036427726,30.34
331,332,EMP332,Employee332,DevOps,password332,employee332@emp.com,9969204604,61.25
332,333,EMP333,Employee333,SDE2,password333,employee333@emp.com,8029200707,42.41
333,334,EMP334,Employee334,Designer,password334,employee334@emp.com,8396791904,61.52
334,335,EMP335,Employee335,Lead,password335,employee335@emp.com,8910075098,64.37
335,336,EMP336,Employee336,SDE1,password336,employee336@emp.com,8878309921,53.74
336,337,EMP337,Employee337,Designer,password337,employee337@emp.com,9890487285,43.08
337,338,EMP338,Employee338,Manager,password338,employee338@emp.com,9509934729,57.36
338,339,EMP339,Employee339,DevOps,password339,employee339@emp.com,9864776791,57.74
339,340,EMP340,Employee340,HR,password340,employee340@emp.com,7193899396,54.47
340,341,EMP341,Employee341,Manager,password341,employee341@emp.com,9322643856,24.79
341,342,EMP342,Employee342,SDE1,password342,employee342@emp.com,9246180847,51.29
342,343,EMP343,Employee343,SDE2,password343,employee343@emp.com,8165258935,52.95
343,344,EMP344,Employee344,Lead,password344,employee344@emp.com,7749897205,27.68
344,345,EMP345,Employee345,QA,password345,employee345@emp.com,8579030521,40.31
345,346,EMP346,Employee346,Manager,password346,employee346@emp.com,7294927411,64.3
346,347,EMP347,Employee347,QA,password347,employee347@emp.com,9131240377,41.06
347,348,EMP348,Employee348,SDE1,password348,employee348@emp.com,7934889728,55.76
348,349,EMP349,Employee349,DevOps,password349,employee349@emp.com,9750428236,25.56
349,350,EMP350,Employee350,SDE1,password350,employee350@emp.com,7703012399,43.29
350,351,EMP351,Employee351,Designer,password351,employee351@emp.com,9145521441,39.76
351,352,EMP352,Employee352,HR,password352,employee352@emp.com,7395008067,42.07
352,353,EMP353,Employee353,Lead,password353,employee353@emp.com,8977304569,64.08
353,354,EMP354,Employee354,QA,password354,employee354@emp.com,7747093391,73.81
354,355,EMP355,Employee355,SDE2,password355,employee355@emp.com,8175991288,47.68
355,356,EMP356,Employee356,SDE2,password356,employee356@emp.com,7518194607,28.36
